0;0.333356
0.010000;0.328392
0.020000;0.323495
0.030000;0.318642
0.040000;0.313833
0.050000;0.309067
0.060000;0.304345
0.070000;0.299665
0.080000;0.295028
0.090000;0.290434
0.100000;0.285882
0.110000;0.281371
0.120000;0.276902
0.130000;0.272475
0.140000;0.268088
0.150000;0.263742
0.160000;0.259437
0.170000;0.255171
0.180000;0.250946
0.190000;0.246759
0.200000;0.242612
0.210000;0.238504
0.220000;0.234433
0.230000;0.230401
0.240000;0.226407
0.250000;0.222450
0.260000;0.218530
0.270000;0.214646
0.280000;0.210799
0.290000;0.206987
0.300000;0.203211
0.310000;0.199470
0.320000;0.195764
0.330000;0.192092
0.340000;0.188454
0.350000;0.184850
0.360000;0.181278
0.370000;0.177739
0.380000;0.174233
0.390000;0.170758
0.400000;0.167315
0.410000;0.163902
0.420000;0.160520
0.430000;0.157169
0.440000;0.153846
0.450000;0.150553
0.460000;0.147289
0.470000;0.144053
0.480000;0.140845
0.490000;0.137664
0.500000;0.134511
0.510000;0.131383
0.520000;0.128282
0.530000;0.125206
0.540000;0.122155
0.550000;0.119128
0.560000;0.116126
0.570000;0.113147
0.580000;0.110192
0.590000;0.107258
0.600000;0.104347
0.610000;0.101458
0.620000;0.098589
0.630000;0.095741
0.640000;0.092913
0.650000;0.090105
0.660000;0.087316
0.670000;0.084545
0.680000;0.081792
0.690000;0.079057
0.700000;0.076338
0.710000;0.073636
0.720000;0.070950
0.730000;0.068280
0.740000;0.065624
0.750000;0.062982
0.760000;0.060354
0.770000;0.057740
0.780000;0.055138
0.790000;0.052548
0.800000;0.049970
0.810000;0.047403
0.820000;0.044846
0.830000;0.042300
0.840000;0.039763
0.850000;0.037234
0.860000;0.034714
0.870000;0.032202
0.880000;0.029697
0.890000;0.027199
0.900000;0.024707
0.910000;0.022220
0.920000;0.019739
0.930000;0.017262
0.940000;0.014788
0.950000;0.012319
0.960000;0.009852
0.970000;0.007387
0.980000;0.004924
0.990000;0.002461
1.000000;0.000000
