0;0.500012
0.010000;0.494114
0.020000;0.488252
0.030000;0.482415
0.040000;0.476603
0.050000;0.470815
0.060000;0.465051
0.070000;0.459311
0.080000;0.453595
0.090000;0.447903
0.100000;0.442234
0.110000;0.436588
0.120000;0.430966
0.130000;0.425367
0.140000;0.419790
0.150000;0.414236
0.160000;0.408704
0.170000;0.403195
0.180000;0.397707
0.190000;0.392241
0.200000;0.386797
0.210000;0.381374
0.220000;0.375973
0.230000;0.370592
0.240000;0.365233
0.250000;0.359893
0.260000;0.354574
0.270000;0.349276
0.280000;0.343997
0.290000;0.338738
0.300000;0.333498
0.310000;0.328277
0.320000;0.323076
0.330000;0.317893
0.340000;0.312729
0.350000;0.307583
0.360000;0.302456
0.370000;0.297346
0.380000;0.292254
0.390000;0.287179
0.400000;0.282121
0.410000;0.277081
0.420000;0.272057
0.430000;0.267049
0.440000;0.262057
0.450000;0.257082
0.460000;0.252122
0.470000;0.247177
0.480000;0.242248
0.490000;0.237333
0.500000;0.232433
0.510000;0.227548
0.520000;0.222676
0.530000;0.217819
0.540000;0.212975
0.550000;0.208144
0.560000;0.203327
0.570000;0.198522
0.580000;0.193729
0.590000;0.188949
0.600000;0.184181
0.610000;0.179425
0.620000;0.174680
0.630000;0.169946
0.640000;0.165223
0.650000;0.160510
0.660000;0.155808
0.670000;0.151116
0.680000;0.146434
0.690000;0.141761
0.700000;0.137097
0.710000;0.132442
0.720000;0.127796
0.730000;0.123158
0.740000;0.118528
0.750000;0.113905
0.760000;0.109291
0.770000;0.104683
0.780000;0.100082
0.790000;0.095488
0.800000;0.090900
0.810000;0.086318
0.820000;0.081742
0.830000;0.077171
0.840000;0.072605
0.850000;0.068044
0.860000;0.063487
0.870000;0.058935
0.880000;0.054386
0.890000;0.049841
0.900000;0.045300
0.910000;0.040761
0.920000;0.036225
0.930000;0.031692
0.940000;0.027161
0.950000;0.022631
0.960000;0.018103
0.970000;0.013576
0.980000;0.009050
0.990000;0.004525
1.000000;0.000000
