0;0.800002
0.010000;0.791865
0.020000;0.783734
0.030000;0.775607
0.040000;0.767483
0.050000;0.759364
0.060000;0.751248
0.070000;0.743136
0.080000;0.735028
0.090000;0.726924
0.100000;0.718823
0.110000;0.710726
0.120000;0.702633
0.130000;0.694543
0.140000;0.686456
0.150000;0.678374
0.160000;0.670294
0.170000;0.662218
0.180000;0.654146
0.190000;0.646077
0.200000;0.638011
0.210000;0.629948
0.220000;0.621889
0.230000;0.613833
0.240000;0.605780
0.250000;0.597730
0.260000;0.589683
0.270000;0.581640
0.280000;0.573599
0.290000;0.565561
0.300000;0.557527
0.310000;0.549495
0.320000;0.541466
0.330000;0.533440
0.340000;0.525416
0.350000;0.517396
0.360000;0.509378
0.370000;0.501362
0.380000;0.493350
0.390000;0.485340
0.400000;0.477332
0.410000;0.469327
0.420000;0.461325
0.430000;0.453325
0.440000;0.445327
0.450000;0.437332
0.460000;0.429339
0.470000;0.421348
0.480000;0.413359
0.490000;0.405373
0.500000;0.397389
0.510000;0.389407
0.520000;0.381427
0.530000;0.373449
0.540000;0.365473
0.550000;0.357499
0.560000;0.349527
0.570000;0.341556
0.580000;0.333588
0.590000;0.325621
0.600000;0.317656
0.610000;0.309693
0.620000;0.301731
0.630000;0.293771
0.640000;0.285813
0.650000;0.277856
0.660000;0.269900
0.670000;0.261946
0.680000;0.253994
0.690000;0.246043
0.700000;0.238093
0.710000;0.230144
0.720000;0.222197
0.730000;0.214251
0.740000;0.206306
0.750000;0.198362
0.760000;0.190419
0.770000;0.182477
0.780000;0.174536
0.790000;0.166596
0.800000;0.158657
0.810000;0.150719
0.820000;0.142782
0.830000;0.134845
0.840000;0.126909
0.850000;0.118974
0.860000;0.111040
0.870000;0.103106
0.880000;0.095172
0.890000;0.087240
0.900000;0.079307
0.910000;0.071375
0.920000;0.063444
0.930000;0.055512
0.940000;0.047582
0.950000;0.039651
0.960000;0.031720
0.970000;0.023790
0.980000;0.015860
0.990000;0.007930
1.000000;0.000000
